Prof Name,Quality,Difficulty,Grade,Comment 
Ronnie de Sousa ,4.0,3.0,N/A,"His lectures are amazing and hilarious! He made 3 hour long night lectures so easy to deal with, his jokes and ideas really grab your attention. The assignments are pretty straight forward, but he does grade pretty hard, so definitely put in some work or take it as an elective to CR/NCR"
Ronnie de Sousa ,4.0,2.0,A+,Talks really slowly but other than that he is great. His understanding of logical principles within philosophy is what makes him so great as he is able to understand questions and arguments and properly answer them. It seems that he truly does care about the success of his students as well.
Ronnie de Sousa ,5.0,4.0,B+,"Ronnie is an absolute beauty.. lectures were always entertaining and assignments were interesting and complex. Marking is generous if you work hard. This course is rewarding and you will get out of it what you put in. Attend lectures, do readings, and make sure you take time on assignments.. BEAUTY"
Ronnie de Sousa ,4.0,4.0,B+,"The best part about Ronnie's classes were his anecdotes about his youth, mostly about sex or drugs, but honestly, he is a real good philosopher and usually makes the dense reading material more clear in lecture."
Ronnie de Sousa ,5.0,3.0,A,"Incredible lecturer, to the point where I suspect he was a stage actor previously. The British accent helps. He goes into decent depth on all topics surveyed, though referring to the original texts is very much necessary for a grade over a B-. His passion for the subject comes across very clearly."
Ronnie de Sousa ,4.0,4.0,A-,"An awesome professor, especially in a field with such difficult concepts! He's older and has an uncensored sense of humour, which is hilarious. Attending lectures is important, as the material in the texts you use definitely requires explanation in-class. The exam questions are given before the exam. Get TA advice before submitting each paper!"
Ronnie de Sousa ,3.0,4.0,N/A,Professor gives too much reading. It is extremely hard to get a good grade.
Ronnie de Sousa ,5.0,4.0,A-,"Good lecturer, nice guy. He does grade quite harshly and can be a little unpredictable. Its a relatively tough course but definitely a fun one."
Ronnie de Sousa ,5.0,4.0,B,Prof. De Sousa is simply brilliant. One of the most intelligent and educated people I've met. His lectures are interesting and well-structured. He is also very funny and swears a lot (the latter wouldn't work for anyone) which adds to his charm. Attendance is not mandatory but recommended since his explanations are very clear and thorough. He rocks
Ronnie de Sousa ,5.0,4.0,B,Favourite prof at U of T so far. Tough grader but you're going to have to take a hard course eventually.
Ronnie de Sousa ,5.0,4.0,N/A,good professor
Ronnie de Sousa ,4.0,4.0,A-,"Although the class itself isn't necessarily easy, professor de Sousa makes it more manageable and is super interesting."
Ronnie de Sousa ,3.0,3.0,N/A,"His lectures are pretty passionate and he's hilarious. Never went to him for help, I just went and saw my ta, but he has office hours during project and exam time. "
Ronnie de Sousa ,2.5,4.0,N/A,"Posts lecture slides, but highly recommend going to lectures - he's a fantastic speaker and he really will lay out the content of the slide clearly. It will make sense if you pay attention.  Do the readings, and show up to lectures, and you'll be just fine. "
Ronnie de Sousa ,1.0,5.0,C+,"His lectures were boring, and they were very hard to for me to follow. His marking is incredibly hard, and sometimes his lectures were seemed irrelevant. I wanted to like him, but he I just could't seem to. However, I talked to many people that liked him, and his teaching style. It's just a personal preference thing. "
Ronnie de Sousa ,3.0,5.0,N/A,"Ronnie gave long, dry lectures about interesting material. He often cared more about sounding smart than actually teaching his students. As a first year student, we covered an excessive amount of readings and philosophers, and the assignments were tough. Tutorials saved me!"
Ronnie de Sousa ,4.5,5.0,N/A,Fun and interesting Prof. I nearly dropped his course due to the first assignment being painfully difficult but persevered. After doing it I'm pretty sure it was purposely like that to sort the wheat from the chaff as the rest was a breeze. Marking is very fair and his lectures prepare you significantly for the final exam. Recommend.
Ronnie de Sousa ,4.0,3.0,N/A,"I love Ronnie so much. He's my favorite professor ever. Super helpful, super hilarious, and just overall super amazing. The way he talks is so distinctive, I can listen to him talk forever. Yeah he may be biased, but his opinions are worth listening to. If I could, I would take this course over and over and over again. "
Ronnie de Sousa ,1.0,4.0,N/A,"the worst professor I have ever had after 4+ years studying philosophy. Totally unclear. Terrible slides, and unorganized lectures. He brought in SO MUCH useless jargon and useless diversions. It almost seemed like he was showing off how much he knew instead of teaching a course. His presentation of the categorical imperative was embarrassing!!!!!!"
Paul Kergin ,1.0,4.0,N/A,"Professor Kergin is a poor lecturer. He speaks in monotone and is constantly coughing during lecture - as he smokes before class. He makes mistakes on the board and is not helpful with questions. You'd be much better off avoiding him. The grades are consistent across sections, however, since this is a Rotman-required first year class."
Paul Kergin ,3.5,4.0,N/A,He is a very good person but just that he's too old to teach and his class is very monotonous and boring..                                 You tend to lose out on concentration in his class
Paul Kergin ,4.0,1.0,N/A,"Term tests are a breeze, averages in the high 70s. Exam brings the average back down to C+ but very simple with studying. Easy A+"
Paul Kergin ,5.0,1.0,N/A,Nice guy. Easy class. Haters gonna hate.
Paul Kergin ,5.0,1.0,N/A,I like him. He's nice and explains things well. I don't understand the extreme negativity in the comments!
Paul Kergin ,3.0,3.0,N/A,"His lectures are useless. I always skip them. I never look at his notes to study for tests. The book always makes concepts easier than he ever could. He is a nice guy though, and he only makes sense when you ask for help from him personally."
Paul Kergin ,1.5,2.0,N/A,"He's not a very good professor. Yes he keeps wearing the same white/blue striped shirt to class and coughs like a million times each class. Not very helpful, his notes suck and he frequently makes mistakes while teaching. I'd suggest going to Tate's lectures."
Paul Kergin ,1.0,1.0,N/A,"I was laughing my head off when looking at those comments.. He is gross, yes. He wears the same cloth every single day and sometimes he even stinks.. lol It seems like he washes his hair once a week..(though he's almost bald..)His course is the easiest of all courses I took in this university for 4 years. This course should be taught in highschool."
Paul Kergin ,5.0,3.0,N/A,The guy is absolutely gross. The same clothes every single lecture. And how he brings his notes in an LCBO bag. And the terrible coughing fits he has from his chronic smoking addition. But once you look past that this guy is an awesome professor. I was thinking about dropping first day but I’m glad I didn’t. Thanks to this guy I’m getting mid 90s.
Paul Kergin ,1.5,3.0,N/A,"I would agree with the rest of the other comments. He has a monotone voice which usually makes you sleep in class. Your better off going to Tate's class for better notes and explanations. How hard are the tests? Just do past exams and learn some of the concepts in the Supplementary Pkg/text. Don't rely on his lecture notes, make your own."
Paul Kergin ,1.5,3.0,N/A,"he totally sucks, dont think anyone will like to take his course...having his lects is wasting my time~"
